Publikation;Erscheinungstag;Druckprodukt;Startzeit;Produktionsende;Geplante Auflage;Sektion;Papiername;Planungskommentar;?txt_PagesInBroadSheets;Struktur
TEST;2013-01-27;SO;2013-01-27 12:01:00;2013-01-27 12:02:00;1;F2;45 g - Standard;;;
Montag, 28. Januar 2013
AZ;2013-01-28;BU;2013-01-28 00:13:00;2013-01-28 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-01-28;MO;2013-01-28 00:35:00;2013-01-28 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-01-28;KE;2013-01-28 01:05:00;2013-01-28 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-01-31;KM_F;2013-01-28 07:10:00;2013-01-28 07:29:00;25124;F1;45 g - Standard;;;
MDG;2013-01-31;KM_B;2013-01-28 07:44:00;2013-01-28 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-01-30;KF_1;2013-01-28 12:40:00;2013-01-28 13:30:00;33000;F1;52 g - UPM Brite 69C;;;
MDG;2013-01-29;Live;2013-01-28 14:40:00;2013-01-28 14:56:00;10000;F1;45 g - Standard;;;
AZ;2013-01-29;WE;2013-01-28 21:10:00;2013-01-28 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-01-29;FU;2013-01-28 21:38:00;2013-01-28 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-01-29;IS;2013-01-28 22:09:00;2013-01-28 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-01-29;ME;2013-01-28 22:52:00;2013-01-28 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-01-29;KF;2013-01-28 23:39:00;2013-01-28 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 29. Januar 2013
AZ;2013-01-29;BU;2013-01-29 00:13:00;2013-01-29 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-01-29;MO;2013-01-29 00:35:00;2013-01-29 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-01-29;KE;2013-01-29 01:05:00;2013-01-29 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-02-01;EXA_01;2013-01-29 09:40:00;2013-01-29 11:14:00;125000;F1;45 g - Standard;;;
MDG;2013-01-31;Saturn;2013-01-29 11:29:00;2013-01-29 12:39:00;92000;F1;45 g - Standard;;;
WA;2013-01-30;EIS;2013-01-29 14:10:00;2013-01-29 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-01-30;EFU;2013-01-29 15:21:00;2013-01-29 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-01-30;WE;2013-01-29 21:10:00;2013-01-29 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-01-30;FU;2013-01-29 21:38:00;2013-01-29 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-01-30;IS;2013-01-29 22:09:00;2013-01-29 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-01-30;ME;2013-01-29 22:52:00;2013-01-29 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-01-30;KF;2013-01-29 23:39:00;2013-01-30 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 30. Januar 2013
AZ;2013-01-31;WE;2013-01-30 21:10:00;2013-01-30 21:23:00;8500;;45 g - Standard;;;
AZ;2013-01-31;FU;2013-01-30 21:38:00;2013-01-30 21:54:00;10600;;45 g - Standard;;;
AZ;2013-01-31;IS;2013-01-30 22:09:00;2013-01-30 22:37:00;18000;;45 g - Standard;;;
AZ;2013-01-31;ME;2013-01-30 22:52:00;2013-01-30 23:24:00;21300;;45 g - Standard;;;
AZ;2013-01-31;KF;2013-01-30 23:39:00;2013-01-31 00:16:00;24300;;45 g - Standard;;;
AZ;2013-01-30;BU;2013-01-30 00:31:00;2013-01-30 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-01-30;MO;2013-01-30 00:53:00;2013-01-30 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-01-30;KE;2013-01-30 01:23:00;2013-01-30 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-01-31;EKE;2013-01-30 10:10:00;2013-01-30 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-01-31;EKF;2013-01-30 11:08:00;2013-01-30 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-01-31;EME;2013-01-30 12:09:00;2013-01-30 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-02-01;Papst;2013-01-30 16:10:00;2013-01-30 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
Donnerstag, 31. Januar 2013
AZ;2013-01-31;BU;2013-01-31 00:31:00;2013-01-31 00:38:00;4200;;45 g - Standard;;;
AZ;2013-01-31;KE;2013-01-31 00:53:00;2013-01-31 01:30:00;24300;;45 g - Standard;;;
AZ;2013-01-31;MO;2013-01-31 01:45:00;2013-01-31 02:00:00;9700;;45 g - Standard;;;
MDG;2013-02-07;KM_E;2013-01-31 10:10:00;2013-01-31 10:32:00;29000;F1;45 g - Standard;;;
MDG;2013-02-07;KM_MUC;2013-01-31 10:47:00;2013-01-31 11:26:00;51000;F1;45 g - Standard;;;
HF;2013-02-02;IS_1;2013-01-31 11:10:00;2013-01-31 11:24:00;18500;F1;52 g - Standard;;;
MDG;2013-02-07;KM_A;2013-01-31 11:41:00;2013-01-31 13:29:00;143000;F1;45 g - Standard;;;
WA;2013-02-02;ESA_1;2013-01-31 16:40:00;2013-01-31 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-02-02;ESA;2013-01-31 17:45:00;2013-01-31 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-02-01;WE;2013-01-31 21:10:00;2013-01-31 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-01;FU;2013-01-31 21:38:00;2013-01-31 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-01;IS;2013-01-31 22:09:00;2013-01-31 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-01;ME;2013-01-31 22:52:00;2013-01-31 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-01;KF;2013-01-31 23:39:00;2013-01-31 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 1. Februar 2013
AZ;2013-02-01;BU;2013-02-01 00:13:00;2013-02-01 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-01;MO;2013-02-01 00:35:00;2013-02-01 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-01;KE;2013-02-01 01:05:00;2013-02-01 01:42:00;24300;F1;45 g - Standard;;;
HF;2013-02-02;Land;2013-02-01 08:10:00;2013-02-01 08:18:00;5000;F1;52 g - UPM Brite 76C;;;
AZ;2013-02-02;AL_1;2013-02-01 15:30:00;2013-02-01 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-02-02;IS_9;2013-02-01 17:39:00;2013-02-01 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-02-02;ME_9;2013-02-01 18:09:00;2013-02-01 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-02-02;WE_9;2013-02-01 18:41:00;2013-02-01 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-02-02;FU_9;2013-02-01 19:04:00;2013-02-01 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-02-02;KF_9;2013-02-01 19:28:00;2013-02-01 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-02-02;BU_9;2013-02-01 19:53:00;2013-02-01 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-02-02;KE_9;2013-02-01 20:12:00;2013-02-01 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-02-02;MO_9;2013-02-01 20:48:00;2013-02-01 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-02-02;WE;2013-02-01 21:10:00;2013-02-01 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-02;FU;2013-02-01 21:38:00;2013-02-01 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-02;IS;2013-02-01 22:09:00;2013-02-01 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-02;ME;2013-02-01 22:52:00;2013-02-01 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-02;KF;2013-02-01 23:39:00;2013-02-01 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 2. Februar 2013
AZ;2013-02-02;BU;2013-02-02 00:13:00;2013-02-02 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-02;MO;2013-02-02 00:35:00;2013-02-02 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-02;KE;2013-02-02 01:05:00;2013-02-02 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 3. Februar 2013
AZ;2013-02-04;WE;2013-02-03 21:10:00;2013-02-03 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-04;FU;2013-02-03 21:38:00;2013-02-03 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-04;IS;2013-02-03 22:09:00;2013-02-03 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-04;ME;2013-02-03 22:52:00;2013-02-03 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-04;KF;2013-02-03 23:39:00;2013-02-03 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-02-03;SO;2013-02-03 12:01:00;2013-02-03 12:02:00;1;F2;45 g - Standard;;;
Montag, 4. Februar 2013
AZ;2013-02-04;BU;2013-02-04 00:13:00;2013-02-04 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-04;MO;2013-02-04 00:35:00;2013-02-04 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-04;KE;2013-02-04 01:05:00;2013-02-04 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-02-07;KM_B;2013-02-04 07:44:00;2013-02-04 10:48:00;245000;F1;45 g - Standard;;;
MDG;2013-02-06;EP;2013-02-04 12:40:00;2013-02-04 13:14:00;45000;F1;52 g - UPM Brite 69C;;;
AZ;2013-02-06;AL_1;2013-02-04 14:10:00;2013-02-04 15:28:00;103000;F1;45 g - Standard;;;
HF;2013-02-04;Land;2013-02-04 15:10:00;2013-02-04 15:18:00;5000;F1;52 g - UPM Brite 76C;;;
AZ;2013-02-05;WE;2013-02-04 21:10:00;2013-02-04 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-05;FU;2013-02-04 21:38:00;2013-02-04 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-05;IS;2013-02-04 22:09:00;2013-02-04 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-05;ME;2013-02-04 22:52:00;2013-02-04 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-05;KF;2013-02-04 23:39:00;2013-02-04 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 5. Februar 2013
AZ;2013-02-05;BU;2013-02-05 00:13:00;2013-02-05 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-05;MO;2013-02-05 00:35:00;2013-02-05 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-05;KE;2013-02-05 01:05:00;2013-02-05 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-02-08;EXA_01;2013-02-05 07:40:00;2013-02-05 09:14:00;125000;F1;45 g - Standard;;;
MDG;2013-02-07;Saturn;2013-02-05 12:10:00;2013-02-05 13:20:00;92000;F1;45 g - Standard;;;
WA;2013-02-06;EIS;2013-02-05 14:10:00;2013-02-05 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-02-06;EFU;2013-02-05 15:21:00;2013-02-05 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-02-06;WE;2013-02-05 21:10:00;2013-02-05 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-06;FU;2013-02-05 21:38:00;2013-02-05 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-06;IS;2013-02-05 22:09:00;2013-02-05 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-06;ME;2013-02-05 22:52:00;2013-02-05 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-06;KF;2013-02-05 23:39:00;2013-02-06 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 6. Februar 2013
AZ;2013-02-06;BU;2013-02-06 00:31:00;2013-02-06 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-02-06;MO;2013-02-06 00:53:00;2013-02-06 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-02-06;KE;2013-02-06 01:23:00;2013-02-06 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-02-07;EKE;2013-02-06 10:10:00;2013-02-06 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-02-07;EKF;2013-02-06 11:08:00;2013-02-06 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-02-07;EME;2013-02-06 12:09:00;2013-02-06 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-02-08;Papst;2013-02-06 16:10:00;2013-02-06 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-02-07;WE;2013-02-06 21:10:00;2013-02-06 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-07;FU;2013-02-06 21:38:00;2013-02-06 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-07;IS;2013-02-06 22:09:00;2013-02-06 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-07;ME;2013-02-06 22:52:00;2013-02-06 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-07;KF;2013-02-06 23:39:00;2013-02-07 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 7. Februar 2013
AZ;2013-02-07;BU;2013-02-07 00:31:00;2013-02-07 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-02-07;KE;2013-02-07 00:53:00;2013-02-07 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-02-07;MO;2013-02-07 01:45:00;2013-02-07 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-02-08;KE_1;2013-02-07 09:40:00;2013-02-07 10:13:00;43000;F1;52 g - Standard;;;
HF;2013-02-09;IS_1;2013-02-07 10:28:00;2013-02-07 10:32:00;5000;F1;90 g - Lumiset;;;
MDG;2013-02-14;KM_E;2013-02-07 12:40:00;2013-02-07 13:02:00;29000;F1;45 g - Standard;;;
MDG;2013-02-14;KM_MUC;2013-02-07 13:17:00;2013-02-07 13:42:00;32000;F1;45 g - Standard;;;
MDG;2013-02-14;KM_GAP;2013-02-07 13:57:00;2013-02-07 14:12:00;19000;F1;45 g - Standard;;;
MDG;2013-02-14;KM_A;2013-02-07 14:27:00;2013-02-07 16:15:00;143000;F1;45 g - Standard;;;
WA;2013-02-09;ESA_1;2013-02-07 16:40:00;2013-02-07 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-02-09;ESA;2013-02-07 17:45:00;2013-02-07 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-02-08;WE;2013-02-07 21:10:00;2013-02-07 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-08;FU;2013-02-07 21:38:00;2013-02-07 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-08;IS;2013-02-07 22:09:00;2013-02-07 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-08;ME;2013-02-07 22:52:00;2013-02-07 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-08;KF;2013-02-07 23:39:00;2013-02-07 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 8. Februar 2013
AZ;2013-02-08;BU;2013-02-08 00:13:00;2013-02-08 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-08;MO;2013-02-08 00:35:00;2013-02-08 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-08;KE;2013-02-08 01:05:00;2013-02-08 01:42:00;24300;F1;45 g - Standard;;;
AZ;2013-02-09;AL_1;2013-02-08 15:30:00;2013-02-08 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-02-09;IS_9;2013-02-08 17:39:00;2013-02-08 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-02-09;ME_9;2013-02-08 18:09:00;2013-02-08 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-02-09;WE_9;2013-02-08 18:41:00;2013-02-08 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-02-09;FU_9;2013-02-08 19:04:00;2013-02-08 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-02-09;KF_9;2013-02-08 19:28:00;2013-02-08 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-02-09;BU_9;2013-02-08 19:53:00;2013-02-08 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-02-09;KE_9;2013-02-08 20:12:00;2013-02-08 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-02-09;MO_9;2013-02-08 20:48:00;2013-02-08 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-02-09;WE;2013-02-08 21:10:00;2013-02-08 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-09;FU;2013-02-08 21:38:00;2013-02-08 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-09;IS;2013-02-08 22:09:00;2013-02-08 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-09;ME;2013-02-08 22:52:00;2013-02-08 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-09;KF;2013-02-08 23:39:00;2013-02-08 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 9. Februar 2013
AZ;2013-02-09;BU;2013-02-09 00:13:00;2013-02-09 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-09;MO;2013-02-09 00:35:00;2013-02-09 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-09;KE;2013-02-09 01:05:00;2013-02-09 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 10. Februar 2013
AZ;2013-02-11;WE;2013-02-10 21:10:00;2013-02-10 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-11;FU;2013-02-10 21:38:00;2013-02-10 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-11;IS;2013-02-10 22:09:00;2013-02-10 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-11;ME;2013-02-10 22:52:00;2013-02-10 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-11;KF;2013-02-10 23:39:00;2013-02-10 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-02-10;SO;2013-02-10 12:01:00;2013-02-10 12:02:00;1;F2;45 g - Standard;;;
Montag, 11. Februar 2013
AZ;2013-02-11;BU;2013-02-11 00:13:00;2013-02-11 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-11;MO;2013-02-11 00:35:00;2013-02-11 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-11;KE;2013-02-11 01:05:00;2013-02-11 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-02-14;KM_F;2013-02-11 07:10:00;2013-02-11 07:29:00;25124;F1;45 g - Standard;;;
MDG;2013-02-14;KM_B;2013-02-11 07:44:00;2013-02-11 10:48:00;245000;F1;45 g - Standard;;;
AZ;2013-02-12;WE;2013-02-11 21:10:00;2013-02-11 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-12;FU;2013-02-11 21:38:00;2013-02-11 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-12;IS;2013-02-11 22:09:00;2013-02-11 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-12;ME;2013-02-11 22:52:00;2013-02-11 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-12;KF;2013-02-11 23:39:00;2013-02-11 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 12. Februar 2013
AZ;2013-02-12;BU;2013-02-12 00:13:00;2013-02-12 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-12;MO;2013-02-12 00:35:00;2013-02-12 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-12;KE;2013-02-12 01:05:00;2013-02-12 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-02-15;EXA_01;2013-02-12 08:40:00;2013-02-12 10:14:00;125000;F1;45 g - Standard;;;
HF;2013-02-13;FU_1;2013-02-12 10:40:00;2013-02-12 11:48:00;90000;F1;52 g - Standard;;;
WA;2013-02-13;EIS;2013-02-12 14:10:00;2013-02-12 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-02-13;EFU;2013-02-12 15:21:00;2013-02-12 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-02-13;WE;2013-02-12 21:10:00;2013-02-12 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-13;FU;2013-02-12 21:38:00;2013-02-12 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-13;IS;2013-02-12 22:09:00;2013-02-12 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-13;ME;2013-02-12 22:52:00;2013-02-12 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-13;KF;2013-02-12 23:39:00;2013-02-13 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 13. Februar 2013
AZ;2013-02-13;BU;2013-02-13 00:31:00;2013-02-13 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-02-13;MO;2013-02-13 00:53:00;2013-02-13 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-02-13;KE;2013-02-13 01:23:00;2013-02-13 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-02-14;EKE;2013-02-13 10:10:00;2013-02-13 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-02-14;EKF;2013-02-13 11:08:00;2013-02-13 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-02-14;EME;2013-02-13 12:09:00;2013-02-13 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-02-15;Papst;2013-02-13 16:10:00;2013-02-13 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-02-14;WE;2013-02-13 21:10:00;2013-02-13 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-14;FU;2013-02-13 21:38:00;2013-02-13 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-14;IS;2013-02-13 22:09:00;2013-02-13 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-14;ME;2013-02-13 22:52:00;2013-02-13 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-14;KF;2013-02-13 23:39:00;2013-02-14 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 14. Februar 2013
AZ;2013-02-14;BU;2013-02-14 00:31:00;2013-02-14 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-02-14;KE;2013-02-14 00:53:00;2013-02-14 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-02-14;MO;2013-02-14 01:45:00;2013-02-14 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-02-19;FU_1;2013-02-14 07:10:00;2013-02-14 07:18:00;10000;F1;52 g - UPM Brite 69C;;;
HF;2013-02-19;IS_1;2013-02-14 07:33:00;2013-02-14 07:47:00;18000;F1;52 g - UPM Brite 69C;;;
HF;2013-02-19;KE_1;2013-02-14 08:02:00;2013-02-14 08:21:00;24000;F1;52 g - UPM Brite 69C;;;
HF;2013-02-19;OAL_1;2013-02-14 08:36:00;2013-02-14 08:55:00;25000;F1;52 g - UPM Brite 69C;;;
HF;2013-02-19;ME_1;2013-02-14 09:10:00;2013-02-14 09:26:00;21000;F1;52 g - UPM Brite 69C;;;
HF;2013-02-19;WE_1;2013-02-14 09:41:00;2013-02-14 09:48:00;8500;F1;52 g - UPM Brite 69C;;;
MDG;2013-02-21;KM_E;2013-02-14 11:40:00;2013-02-14 12:02:00;29000;F1;45 g - Standard;;;
MDG;2013-02-21;KM_MUC;2013-02-14 12:17:00;2013-02-14 12:56:00;51000;F1;45 g - Standard;;;
MDG;2013-02-21;KM_A;2013-02-14 13:11:00;2013-02-14 14:59:00;143000;F1;45 g - Standard;;;
AZ;2013-02-15;WE;2013-02-14 21:10:00;2013-02-14 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-15;FU;2013-02-14 21:38:00;2013-02-14 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-15;IS;2013-02-14 22:09:00;2013-02-14 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-15;ME;2013-02-14 22:52:00;2013-02-14 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-15;KF;2013-02-14 23:39:00;2013-02-14 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 15. Februar 2013
AZ;2013-02-15;BU;2013-02-15 00:13:00;2013-02-15 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-15;MO;2013-02-15 00:35:00;2013-02-15 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-15;KE;2013-02-15 01:05:00;2013-02-15 01:42:00;24300;F1;45 g - Standard;;;
WA;2013-02-16;ESA_1;2013-02-15 02:10:00;2013-02-15 03:00:00;33000;F1;45 g - Standard;;;
WA;2013-02-16;ESA;2013-02-15 03:15:00;2013-02-15 05:17:00;81000;F1;45 g - Standard;;;
HF;2013-02-18;AL_1;2013-02-15 11:40:00;2013-02-15 13:03:00;110000;F1;52 g - UPM Brite 69C;;;
AZ;2013-02-16;AL_1;2013-02-15 15:30:00;2013-02-15 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-02-16;IS_9;2013-02-15 17:39:00;2013-02-15 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-02-16;ME_9;2013-02-15 18:09:00;2013-02-15 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-02-16;WE_9;2013-02-15 18:41:00;2013-02-15 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-02-16;FU_9;2013-02-15 19:04:00;2013-02-15 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-02-16;KF_9;2013-02-15 19:28:00;2013-02-15 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-02-16;BU_9;2013-02-15 19:53:00;2013-02-15 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-02-16;KE_9;2013-02-15 20:12:00;2013-02-15 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-02-16;MO_9;2013-02-15 20:48:00;2013-02-15 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-02-16;WE;2013-02-15 21:10:00;2013-02-15 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-16;FU;2013-02-15 21:38:00;2013-02-15 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-16;IS;2013-02-15 22:09:00;2013-02-15 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-16;ME;2013-02-15 22:52:00;2013-02-15 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-16;KF;2013-02-15 23:39:00;2013-02-15 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 16. Februar 2013
AZ;2013-02-16;BU;2013-02-16 00:13:00;2013-02-16 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-02-16;MO;2013-02-16 00:35:00;2013-02-16 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-02-16;KE;2013-02-16 01:05:00;2013-02-16 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 17. Februar 2013
AZ;2013-02-18;WE;2013-02-17 21:10:00;2013-02-17 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-02-18;FU;2013-02-17 21:38:00;2013-02-17 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-02-18;IS;2013-02-17 22:09:00;2013-02-17 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-02-18;ME;2013-02-17 22:52:00;2013-02-17 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-02-18;KF;2013-02-17 23:39:00;2013-02-17 23:58:00;12300;F1;45 g - Standard;;;
